Response_ID,Respondent_ID,Consume_frequency,Consume_time,Consume_reason,Heard_before,Brand_perception,General_perception,Tried_before,Taste_experience,Reasons_preventing_trying,Current_brands,Reasons_for_choosing_brands,Improvements_desired,Ingredients_expected,Health_concerns,Interest_in_natural_or_organic,Marketing_channels,Packaging_preference,Limited_edition_packaging,Price_range,Purchase_location,Typical_consumption_situations
103437,120467,Once a week,Throughout the day,To boost performance,No,Positive,Not sure,No,1,Unfamiliar with the brand,Cola-Coka,Effectiveness,Healthier alternatives,Caffeine,Yes,No,TV commercials,Compact and portable cans,Yes,100-150,Local stores,Studying/working late
103439,120469,Rarely,For mental alertness,Increased energy and focus,No,Neutral,Healthy,No,1,Not interested in energy drinks,Bepsi,Availability,Healthier alternatives,Sugar,Yes,No,TV commercials,Collectible packaging,Yes,100-150,Online retailers,Sports/exercise
103440,120470,Rarely,Before exercise,To combat fatigue,Yes,Positive,Not sure,No,1,Not available locally,Cola-Coka,Availability,Reduced sugar content,Caffeine,Yes,No,TV commercials,Innovative bottle design,Not Sure,100-150,Supermarkets,Sports/exercise
103441,120471,Rarely,For mental alertness,Increased energy and focus,Yes,Negative,Dangerous,No,3,Health concerns,CodeX,Effectiveness,Healthier alternatives,Vitamins,No,Not Sure,Online ads,Innovative bottle design,Not Sure,Below 50,Online retailers,Sports/exercise
103442,120472,2-3 times a week,To stay awake during work/study,To combat fatigue,Yes,Neutral,Effective,No,3,Health concerns,Gangster,Availability,Other,Guarana,Yes,Yes,Outdoor billboards,Innovative bottle design,Yes,Below 50,Local stores,Social outings/parties
103443,120473,Rarely,Throughout the day,To boost performance,Yes,Neutral,Effective,Yes,5,Health concerns,Sky 9,Other,Reduced sugar content,Caffeine,Yes,Not Sure,Online ads,Compact and portable cans,Yes,Above 150,Online retailers,Social outings/parties
103444,120474,2-3 times a week,To stay awake during work/study,Other,Yes,Neutral,Dangerous,Yes,4,Other,Others,Other,More natural ingredients,Guarana,No,Yes,Outdoor billboards,Innovative bottle design,Not Sure,Above 150,Gyms and fitness centers,Sports/exercise
103445,120475,2-3 times a month,Throughout the day,Increased energy and focus,No,Neutral,Healthy,No,5,Not interested in energy drinks,Cola-Coka,Effectiveness,Reduced sugar content,Guarana,Yes,No,TV commercials,Collectible packaging,Yes,100-150,Other,Studying/working late
103447,120477,2-3 times a week,To stay awake during work/study,To combat fatigue,No,Positive,Healthy,No,3,Health concerns,CodeX,Taste/flavor preference,Reduced sugar content,Vitamins,No,No,Other,Innovative bottle design,No,50-99,Gyms and fitness centers,Studying/working late
103448,120478,Rarely,For mental alertness,To boost performance,No,Neutral,Not sure,No,3,Other,CodeX,Taste/flavor preference,Other,Guarana,Yes,No,Other,Eco-friendly design,Yes,100-150,Gyms and fitness centers,Sports/exercise
103450,120480,2-3 times a month,Before exercise,To combat fatigue,Yes,Positive,Effective,Yes,5,Unfamiliar with the brand,Cola-Coka,Other,Reduced sugar content,Guarana,Yes,Yes,Other,Collectible packaging,No,100-150,Gyms and fitness centers,Social outings/parties
103451,120481,Rarely,To stay awake during work/study,To enhance sports performance,Yes,Neutral,Healthy,Yes,5,Not interested in energy drinks,Cola-Coka,Availability,Healthier alternatives,Caffeine,No,Yes,Online ads,Other,No,Above 150,Supermarkets,Social outings/parties
103452,120482,2-3 times a week,To stay awake during work/study,Other,Yes,Neutral,Not sure,No,4,Unfamiliar with the brand,Gangster,Brand reputation,Reduced sugar content,Sugar,No,Yes,Online ads,Innovative bottle design,Yes,100-150,Other,Sports/exercise
103453,120483,Rarely,Before exercise,To enhance sports performance,Yes,Neutral,Effective,No,4,Health concerns,Others,Taste/flavor preference,More natural ingredients,Caffeine,Yes,Not Sure,Other,Compact and portable cans,Yes,Below 50,Supermarkets,Sports/exercise
103455,120485,Rarely,Before exercise,To combat fatigue,Yes,Neutral,Not sure,Yes,3,Health concerns,Cola-Coka,Brand reputation,More natural ingredients,Guarana,Yes,No,Online ads,Eco-friendly design,Yes,50-99,Supermarkets,Sports/exercise
103457,120487,2-3 times a week,Before exercise,To combat fatigue,No,Neutral,Effective,No,4,Not interested in energy drinks,CodeX,Taste/flavor preference,More natural ingredients,Sugar,No,Yes,Outdoor billboards,Innovative bottle design,No,50-99,Online retailers,Sports/exercise
103458,120488,2-3 times a week,Before exercise,To combat fatigue,Yes,Positive,Dangerous,Yes,5,Unfamiliar with the brand,Cola-Coka,Other,More natural ingredients,Caffeine,No,Yes,Print media,Collectible packaging,No,Above 150,Supermarkets,Studying/working late
103461,120491,Once a week,Before exercise,Increased energy and focus,Yes,Neutral,Healthy,No,1,Not interested in energy drinks,Gangster,Other,More natural ingredients,Vitamins,Yes,No,TV commercials,Compact and portable cans,No,100-150,Online retailers,Studying/working late
103462,120492,Rarely,Before exercise,Other,Yes,Positive,Healthy,No,5,Not available locally,CodeX,Other,Reduced sugar content,Caffeine,Yes,Yes,Online ads,Innovative bottle design,No,Below 50,Supermarkets,Sports/exercise
103463,120493,2-3 times a week,Before exercise,To enhance sports performance,Yes,Negative,Dangerous,Yes,3,Not interested in energy drinks,Gangster,Availability,More natural ingredients,Sugar,Yes,No,Other,Compact and portable cans,Yes,100-150,Supermarkets,Driving/commuting
103464,120494,2-3 times a month,Before exercise,Other,Yes,Neutral,Healthy,Yes,5,Unfamiliar with the brand,Others,Effectiveness,Reduced sugar content,Caffeine,Yes,Yes,Online ads,Innovative bottle design,Yes,Below 50,Online retailers,Social outings/parties
103465,120495,2-3 times a week,For mental alertness,Increased energy and focus,No,Neutral,Dangerous,No,2,Not available locally,Bepsi,Brand reputation,More natural ingredients,Caffeine,No,Yes,TV commercials,Compact and portable cans,Yes,Below 50,Supermarkets,Sports/exercise
103466,120496,Once a week,Before exercise,Increased energy and focus,No,Negative,Effective,No,5,Health concerns,Blue Bull,Other,More natural ingredients,Vitamins,Yes,No,TV commercials,Other,Yes,Above 150,Supermarkets,Sports/exercise
103468,120498,2-3 times a week,For mental alertness,To combat fatigue,Yes,Negative,Dangerous,No,5,Unfamiliar with the brand,Cola-Coka,Availability,Reduced sugar content,Caffeine,Yes,No,TV commercials,Compact and portable cans,Yes,Below 50,Supermarkets,Sports/exercise
103471,120501,2-3 times a week,For mental alertness,Increased energy and focus,Yes,Negative,Dangerous,No,4,Health concerns,Blue Bull,Taste/flavor preference,Other,Caffeine,No,No,Online ads,Collectible packaging,Not Sure,50-99,Supermarkets,Sports/exercise
103473,120503,2-3 times a month,Throughout the day,To combat fatigue,No,Negative,Effective,No,3,Health concerns,Bepsi,Brand reputation,Reduced sugar content,Sugar,Yes,Yes,Online ads,Compact and portable cans,Not Sure,100-150,Gyms and fitness centers,Studying/working late
103474,120504,2-3 times a month,For mental alertness,To combat fatigue,No,Negative,Dangerous,No,4,Not available locally,CodeX,Brand reputation,More natural ingredients,Sugar,No,Not Sure,TV commercials,Innovative bottle design,Yes,100-150,Gyms and fitness centers,Studying/working late
103476,120506,2-3 times a week,To stay awake during work/study,To combat fatigue,Yes,Neutral,Not sure,Yes,3,Not interested in energy drinks,Cola-Coka,Availability,Other,Vitamins,Yes,Yes,Print media,Compact and portable cans,Yes,50-99,Supermarkets,Driving/commuting
103477,120507,Rarely,To stay awake during work/study,To combat fatigue,No,Negative,Not sure,No,3,Other,Gangster,Other,Wider range of flavors,Caffeine,No,Yes,Online ads,Collectible packaging,No,Above 150,Online retailers,Studying/working late
103478,120508,2-3 times a week,Before exercise,Increased energy and focus,No,Neutral,Dangerous,No,5,Health concerns,Cola-Coka,Availability,Wider range of flavors,Caffeine,Yes,Yes,Print media,Innovative bottle design,No,Below 50,Supermarkets,Social outings/parties
103479,120509,Rarely,Throughout the day,To boost performance,No,Positive,Effective,No,4,Unfamiliar with the brand,Gangster,Other,Healthier alternatives,Caffeine,No,No,Online ads,Other,Yes,Above 150,Supermarkets,Sports/exercise
103480,120510,Rarely,For mental alertness,To enhance sports performance,Yes,Negative,Effective,No,4,Health concerns,Bepsi,Effectiveness,More natural ingredients,Guarana,No,Yes,Outdoor billboards,Compact and portable cans,Not Sure,Above 150,Supermarkets,Sports/exercise
103483,120513,2-3 times a week,To stay awake during work/study,To enhance sports performance,No,Positive,Dangerous,No,4,Not available locally,Cola-Coka,Brand reputation,Wider range of flavors,Caffeine,No,Yes,Outdoor billboards,Compact and portable cans,No,Above 150,Other,Sports/exercise
103484,120514,Once a week,Before exercise,Other,No,Neutral,Not sure,No,4,Not interested in energy drinks,Bepsi,Taste/flavor preference,More natural ingredients,Caffeine,Yes,No,Other,Innovative bottle design,Not Sure,100-150,Supermarkets,Sports/exercise
103485,120515,2-3 times a month,Before exercise,To combat fatigue,No,Positive,Effective,No,3,Not available locally,Sky 9,Taste/flavor preference,Healthier alternatives,Sugar,Yes,Not Sure,Print media,Collectible packaging,Yes,Above 150,Gyms and fitness centers,Sports/exercise
103486,120516,2-3 times a week,For mental alertness,To combat fatigue,No,Positive,Effective,No,5,Unfamiliar with the brand,Gangster,Brand reputation,More natural ingredients,Vitamins,No,No,TV commercials,Innovative bottle design,No,50-99,Supermarkets,Sports/exercise
103487,120517,2-3 times a week,Before exercise,Increased energy and focus,Yes,Negative,Healthy,No,3,Not interested in energy drinks,Gangster,Taste/flavor preference,Reduced sugar content,Sugar,Yes,Yes,TV commercials,Innovative bottle design,No,50-99,Online retailers,Sports/exercise
103488,120518,2-3 times a week,For mental alertness,Increased energy and focus,No,Neutral,Dangerous,No,5,Health concerns,Sky 9,Brand reputation,More natural ingredients,Caffeine,Yes,No,TV commercials,Compact and portable cans,Yes,50-99,Local stores,Studying/working late
103489,120519,Rarely,To stay awake during work/study,Other,Yes,Negative,Effective,No,2,Unfamiliar with the brand,Bepsi,Effectiveness,Other,Caffeine,No,Yes,Other,Innovative bottle design,Yes,50-99,Online retailers,Studying/working late
103490,120520,Rarely,Before exercise,Increased energy and focus,Yes,Negative,Effective,No,2,Not interested in energy drinks,CodeX,Taste/flavor preference,More natural ingredients,Guarana,No,Not Sure,Print media,Eco-friendly design,Not Sure,50-99,Online retailers,Sports/exercise
103491,120521,Once a week,Throughout the day,To boost performance,Yes,Positive,Dangerous,No,1,Unfamiliar with the brand,Bepsi,Taste/flavor preference,More natural ingredients,Sugar,Yes,No,TV commercials,Eco-friendly design,Not Sure,50-99,Supermarkets,Sports/exercise
103493,120523,Once a week,To stay awake during work/study,To enhance sports performance,No,Neutral,Effective,No,1,Not available locally,Bepsi,Availability,Reduced sugar content,Caffeine,No,No,Online ads,Compact and portable cans,Yes,Below 50,Supermarkets,Sports/exercise
103494,120524,Daily,Before exercise,Increased energy and focus,Yes,Positive,Healthy,Yes,5,Unfamiliar with the brand,Gangster,Availability,Reduced sugar content,Sugar,No,No,TV commercials,Compact and portable cans,Yes,100-150,Gyms and fitness centers,Sports/exercise
103496,120526,2-3 times a week,Before exercise,To boost performance,No,Neutral,Healthy,No,4,Unfamiliar with the brand,Gangster,Brand reputation,More natural ingredients,Caffeine,No,No,TV commercials,Collectible packaging,No,Above 150,Gyms and fitness centers,Studying/working late
103497,120527,Once a week,To stay awake during work/study,Increased energy and focus,No,Negative,Not sure,No,2,Not available locally,Gangster,Brand reputation,Other,Caffeine,Yes,Not Sure,Online ads,Collectible packaging,Not Sure,50-99,Supermarkets,Social outings/parties
103498,120528,Rarely,To stay awake during work/study,Increased energy and focus,Yes,Positive,Effective,Yes,3,Unfamiliar with the brand,Cola-Coka,Effectiveness,Other,Sugar,Yes,No,TV commercials,Innovative bottle design,No,100-150,Online retailers,Social outings/parties
103499,120529,Once a week,Before exercise,Increased energy and focus,Yes,Positive,Not sure,No,2,Unfamiliar with the brand,Bepsi,Availability,Reduced sugar content,Guarana,Yes,No,TV commercials,Innovative bottle design,No,50-99,Supermarkets,Studying/working late
103501,120531,Rarely,To stay awake during work/study,Increased energy and focus,Yes,Positive,Dangerous,Yes,2,Not interested in energy drinks,Cola-Coka,Other,More natural ingredients,Sugar,No,Yes,Online ads,Innovative bottle design,Yes,Above 150,Local stores,Studying/working late
103502,120532,Once a week,To stay awake during work/study,To combat fatigue,No,Neutral,Effective,No,3,Not available locally,Bepsi,Other,Other,Vitamins,Yes,Not Sure,Online ads,Compact and portable cans,No,50-99,Supermarkets,Sports/exercise
103504,120534,Once a week,Before exercise,To enhance sports performance,No,Neutral,Effective,No,2,Other,Gangster,Taste/flavor preference,Other,Caffeine,No,No,Online ads,Innovative bottle design,Yes,50-99,Supermarkets,Studying/working late
103505,120535,2-3 times a week,Throughout the day,Increased energy and focus,No,Neutral,Healthy,No,4,Not interested in energy drinks,Others,Taste/flavor preference,Reduced sugar content,Caffeine,No,Not Sure,Outdoor billboards,Compact and portable cans,No,50-99,Gyms and fitness centers,Studying/working late
103506,120536,Once a week,Before exercise,To combat fatigue,Yes,Positive,Dangerous,No,5,Not available locally,Bepsi,Brand reputation,Reduced sugar content,Vitamins,No,No,Outdoor billboards,Innovative bottle design,Yes,100-150,Online retailers,Social outings/parties
103507,120537,2-3 times a week,Before exercise,Other,No,Neutral,Effective,No,4,Health concerns,Bepsi,Taste/flavor preference,Reduced sugar content,Caffeine,Yes,Not Sure,Print media,Compact and portable cans,No,50-99,Online retailers,Studying/working late
103508,120538,2-3 times a week,To stay awake during work/study,To combat fatigue,Yes,Neutral,Not sure,Yes,2,Other,Sky 9,Effectiveness,Reduced sugar content,Vitamins,No,Yes,TV commercials,Eco-friendly design,Yes,100-150,Supermarkets,Studying/working late
103510,120540,2-3 times a week,For mental alertness,To combat fatigue,Yes,Neutral,Healthy,No,5,Not interested in energy drinks,Bepsi,Taste/flavor preference,Reduced sugar content,Caffeine,No,No,TV commercials,Other,Yes,100-150,Online retailers,Other
103512,120542,2-3 times a month,Before exercise,To combat fatigue,No,Neutral,Effective,No,5,Not interested in energy drinks,CodeX,Effectiveness,Reduced sugar content,Caffeine,Yes,Yes,Online ads,Eco-friendly design,Not Sure,100-150,Other,Sports/exercise
103513,120543,2-3 times a month,To stay awake during work/study,To boost performance,Yes,Neutral,Effective,No,4,Not interested in energy drinks,Blue Bull,Other,More natural ingredients,Vitamins,Yes,Yes,TV commercials,Collectible packaging,Yes,Above 150,Supermarkets,Social outings/parties
103514,120544,2-3 times a week,Throughout the day,To boost performance,No,Neutral,Not sure,No,3,Not available locally,Others,Brand reputation,Healthier alternatives,Caffeine,Yes,Not Sure,Online ads,Innovative bottle design,Yes,50-99,Online retailers,Sports/exercise
